movieId,title,vote_average,vote_count,userId,rating
27581,The Other Guys,6.1,1383,774,3.05
9268,Eraser,5.6,543,955,2.8
68718,Django Unchained,7.8,10099,152,3.9
10545,The Hunchback of Notre Dame,6.8,1129,865,3.4
11688,The Emperor's New Groove,7.2,1490,572,3.6
76163,The Expendables 2,6.1,2896,193,3.05
2059,National Treasure,6.4,1926,883,3.2
2486,Eragon,4.9,967,372,2.45
16523,Where the Wild Things Are,6.4,572,37,3.2
116711,Epic,6.4,1121,584,3.2
37710,The Tourist,6.0,1699,119,3.0
9946,End of Days,5.5,482,908,2.75
1372,Blood Diamond,7.3,2281,256,3.65
106646,The Wolf of Wall Street,7.9,6571,339,3.95
414,Batman Forever,5.2,1498,842,2.6
563,Starship Troopers,6.7,1560,269,3.35
83542,Cloud Atlas,6.6,2977,347,3.3
41216,Legend of the Guardians: The Owls of Ga'Hoole,6.5,703,251,3.25
314,Catwoman,4.2,808,871,2.1
184315,Hercules,5.6,1680,605,2.8
9016,Treasure Planet,7.2,948,551,3.6
18162,Land of the Lost,5.3,381,23,2.65
138103,The Expendables 3,6.1,1795,842,3.05
257088,Point Break,5.5,783,941,2.75
10214,Son of the Mask,3.6,338,757,1.8
205775,In the Heart of the Sea,6.5,1276,566,3.25
11692,The Adventures of Pluto Nash,4.4,142,191,2.2
22972,Green Zone,6.4,717,984,3.2
227973,The Peanuts Movie,6.5,604,818,3.25
29193,The Spanish Prisoner,7.1,73,876,3.55
1734,The Mummy Returns,6.0,2206,678,3.0
3131,Gangs of New York,7.1,1910,690,3.55
76758,The Flowers of War,7.1,187,109,3.55
9408,Surf's Up,5.9,601,71,2.95
9890,The Stepford Wives,5.4,334,502,2.7
855,Black Hawk Down,7.2,1811,998,3.6
77953,The Campaign,5.6,578,394,2.8
18,The Fifth Element,7.3,3885,990,3.65
37786,Sex and the City 2,5.4,426,515,2.7
10501,The Road to El Dorado,7.0,858,167,3.5
57800,Ice Age: Continental Drift,6.2,2672,950,3.1
150689,Cinderella,6.7,2374,833,3.35
7980,The Lovely Bones,6.6,1065,940,3.3
12,Finding Nemo,7.6,6122,341,3.8
122,The Lord of the Rings: The Return of the King,8.1,8064,855,4.05
121,The Lord of the Rings: The Two Towers,8.0,7487,579,4.0
68737,Seventh Son,5.2,957,714,2.6
1995,Lara Croft: Tomb Raider,5.7,2192,290,2.85
157353,Transcendence,5.9,2295,864,2.95
331,Jurassic Park III,5.7,2077,936,2.85
61791,Rise of the Planet of the Apes,7.0,4347,673,3.5
8204,The Spiderwick Chronicles,6.3,572,866,3.15
47964,A Good Day to Die Hard,5.2,3493,554,2.6
10733,The Alamo,5.8,106,84,2.9
9806,The Incredibles,7.4,5152,916,3.7
1408,Cutthroat Island,5.7,136,827,2.85
32657,Percy Jackson & the Olympians: The Lightning Thief,6.0,2010,867,3.0
607,Men in Black,6.9,4412,850,3.45
863,Toy Story 2,7.3,3806,66,3.65
44048,Unstoppable,6.3,1165,781,3.15
5175,Rush Hour 2,6.4,1054,147,3.2
2655,What Lies Beneath,6.3,488,17,3.15
22794,Cloudy with a Chance of Meatballs,6.5,1747,53,3.25
8355,Ice Age: Dawn of the Dinosaurs,6.5,2271,750,3.25
116745,The Secret Life of Walter Mitty,7.0,3144,571,3.5
4327,Charlie's Angels,5.6,1232,902,2.8
1422,The Departed,7.9,4339,678,3.95
10674,Mulan,7.6,2008,802,3.8
7446,Tropic Thunder,6.5,1667,449,3.25
65754,The Girl with the Dragon Tattoo,7.2,2434,455,3.6
1572,Die Hard: With a Vengeance,6.9,2066,674,3.45
10528,Sherlock Holmes,7.0,5766,201,3.5
271969,Ben-Hur,5.3,621,32,2.65
10865,Atlantis: The Lost Empire,6.7,1224,328,3.35
258509,Alvin and the Chipmunks: The Road Chip,5.8,428,484,2.9
2253,Valkyrie,6.7,1173,418,3.35
10661,You Don't Mess with the Zohan,5.5,1048,359,2.75
257344,Pixels,5.6,2513,221,2.8
644,A.I. Artificial Intelligence,6.8,1974,499,3.4
10756,The Haunted Mansion,5.2,466,685,2.6
686,Contact,7.2,1308,459,3.6
9383,Hollow Man,5.6,634,978,2.8
179,The Interpreter,6.2,392,118,3.1
76285,Percy Jackson: Sea of Monsters,5.9,1648,61,2.95
1996,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,582,2.75
291805,Now You See Me 2,6.7,3235,446,3.35
10003,The Saint,5.9,302,43,2.95
1535,Spy Game,6.8,579,95,3.4
2067,Mission to Mars,5.7,369,408,2.85
46195,Rio,6.5,2166,656,3.25
2277,Bicentennial Man,6.9,963,168,3.45
10357,Volcano,5.2,376,909,2.6
4477,The Devil's Own,5.9,290,390,2.95
8665,K-19: The Widowmaker,6.1,264,190,3.05
9387,Conan the Barbarian,6.6,650,587,3.3
921,Cinderella Man,7.3,616,310,3.65
4464,Seabiscuit,6.7,216,326,3.35
664,Twister,6.1,950,572,3.05
8358,Cast Away,7.5,3218,94,3.75
9836,Happy Feet,5.9,1410,644,2.95
2502,The Bourne Supremacy,7.2,2825,339,3.6
9772,Air Force One,6.2,840,455,3.1
161,Ocean's Eleven,7.2,3783,903,3.6
52451,The Three Musketeers,5.6,924,100,2.8
76492,Hotel Transylvania,6.8,2566,960,3.4
4523,Enchanted,6.6,1449,832,3.3
59961,Safe House,6.3,1345,325,3.15
10481,102 Dalmatians,5.1,313,573,2.55
59108,Tower Heist,5.8,932,985,2.9
1581,The Holiday,6.7,1225,223,3.35
9798,Enemy of the State,6.7,1240,306,3.35
22897,It's Complicated,6.2,360,932,3.1
298,Ocean's Thirteen,6.5,1999,619,3.25
7484,Open Season,6.1,656,664,3.05
157350,Divergent,6.9,4663,35,3.45
853,Enemy at the Gates,7.2,999,288,3.6
10159,The Rundown,6.4,514,937,3.2
9593,Last Action Hero,6.1,712,566,3.05
1904,Memoirs of a Geisha,7.3,652,968,3.65
9615,The Fast and the Furious: Tokyo Drift,6.1,1705,973,3.05
51052,Arthur Christmas,6.7,333,991,3.35
297,Meet Joe Black,6.9,1147,116,3.45
9884,Collateral Damage,5.5,427,265,2.75
16858,All That Jazz,7.3,85,423,3.65
62764,Mirror Mirror,5.5,1114,650,2.75
22538,Scott Pilgrim vs. the World,7.2,2126,33,3.6
9341,The Core,5.4,516,332,2.7
12107,Nutty Professor II: The Klumps,4.7,332,471,2.35
9637,Scooby-Doo,5.4,820,290,2.7
49049,Dredd,6.6,1940,373,3.3
9339,Click,6.0,2104,307,3.0
16281,Creepshow,6.7,226,568,3.35
39691,Cats & Dogs 2 : The Revenge of Kitty Galore,4.9,119,793,2.45
8247,Jumper,5.9,1799,160,2.95
11253,Hellboy II: The Golden Army,6.5,1527,550,3.25
1949,Zodiac,7.3,2023,575,3.65
8452,The 6th Day,5.7,595,61,2.85
310,Bruce Almighty,6.4,3012,363,3.2
27578,The Expendables,6.0,2926,967,3.0
954,Mission: Impossible,6.7,2631,830,3.35
70160,The Hunger Games,6.9,9455,297,3.45
45243,The Hangover Part II,6.2,3739,175,3.1
364,Batman Returns,6.6,1673,934,3.3
7518,Over the Hedge,6.3,1074,772,3.15
11544,Lilo & Stitch,7.1,1314,853,3.55
9986,Charlotte's Web,5.8,288,855,2.9
8656,Deep Impact,5.9,855,166,2.95
146216,RED 2,6.4,1526,806,3.2
9291,The Longest Yard,6.2,785,450,3.1
55301,Alvin and the Chipmunks: Chipwrecked,5.4,484,228,2.7
109418,Grown Ups 2,5.8,1155,439,2.9
11665,Get Smart,6.0,1051,333,3.0
6964,Something's Gotta Give,6.3,410,877,3.15
11324,Shutter Island,7.8,6336,602,3.9
12193,Four Christmases,5.3,331,628,2.65
9928,Robots,6.0,1333,140,3.0
754,Face/Off,6.8,1583,685,3.4
10202,Bedtime Stories,5.9,901,659,2.95
4147,Road to Perdition,7.3,1077,973,3.65
50546,Just Go with It,6.3,1543,754,3.15
1701,Con Air,6.5,1270,183,3.25
13027,Eagle Eye,6.3,1018,725,3.15
2289,Cold Mountain,6.7,533,195,3.35
20504,The Book of Eli,6.6,2164,981,3.3
9574,Flubber,5.3,695,662,2.65
11618,The Haunting,5.2,369,540,2.6
2300,Space Jam,6.5,1288,768,3.25
12096,The Pink Panther,5.6,550,663,2.8
10200,The Day the Earth Stood Still,5.2,1043,28,2.6
8834,Conspiracy Theory,6.5,431,579,3.25
228150,Fury,7.4,3946,986,3.7
6068,Six Days Seven Nights,5.6,332,931,2.8
41515,Yogi Bear,5.2,220,704,2.6
9023,Spirit: Stallion of the Cimarron,7.4,831,976,3.7
38317,Zookeeper,5.3,498,533,2.65
2157,Lost in Space,5.0,388,355,2.5
14462,The Manchurian Candidate,6.2,393,890,3.1
159824,Hotel Transylvania 2,6.7,1497,667,3.35
49948,Fantasia 2000,7.0,292,409,3.5
2135,The Time Machine,5.8,631,563,2.9
9822,Mighty Joe Young,5.9,208,181,2.95
9705,Swordfish,6.1,932,849,3.05
1656,The Legend of Zorro,5.9,893,956,2.95
12159,What Dreams May Come,6.8,577,535,3.4
9678,Little Nicky,5.2,438,631,2.6
4442,The Brothers Grimm,5.6,818,624,2.8
75,Mars Attacks!,6.1,1509,359,3.05
9433,The Edge,6.7,349,259,3.35
19959,Surrogates,5.9,1195,808,2.95
11973,Thirteen Days,6.9,189,723,3.45
11228,Daylight,5.8,378,775,2.9
77951,Walking With Dinosaurs,5.2,133,308,2.6
5491,Battlefield Earth,3.0,255,415,1.5
10715,Looney Tunes: Back in Action,5.6,297,151,2.8
10197,Nine,5.1,165,669,2.55
9562,Timeline,5.4,318,538,2.7
9922,The Postman,6.1,299,166,3.05
9447,Babe: Pig in the City,5.2,305,607,2.6
274854,The Last Witch Hunter,5.7,1316,303,2.85
8870,Red Planet,5.4,267,824,2.7
9992,Arthur and the Invisibles,6.0,639,734,3.0
36970,Oceans,7.3,111,917,3.65
10077,A Sound of Thunder,4.8,111,530,2.4
76649,Pompeii,5.2,1267,361,2.6
453,A Beautiful Mind,7.7,3009,763,3.85
8587,The Lion King,8.0,5376,95,4.0
72545,Journey 2: The Mysterious Island,5.8,1030,662,2.9
109451,Cloudy with a Chance of Meatballs 2,6.4,915,377,3.2
9533,Red Dragon,6.7,1115,711,3.35
2023,Hidalgo,6.5,318,330,3.25
71880,Jack and Jill,4.1,604,640,2.05
584,2 Fast 2 Furious,6.2,2028,193,3.1
309809,The Little Prince,7.6,756,981,3.8
4858,The Invasion,5.7,359,616,2.85
17711,The Adventures of Rocky & Bullwinkle,3.9,87,238,1.95
328111,The Secret Life of Pets,5.9,3462,422,2.95
8698,The League of Extraordinary Gentlemen,5.7,1155,222,2.85
93456,Despicable Me 2,7.0,4637,874,3.5
602,Independence Day,6.7,3260,304,3.35
330,The Lost World: Jurassic Park,6.2,2487,159,3.1
953,Madagascar,6.6,3237,594,3.3
9693,Children of Men,7.4,2071,972,3.7
36657,X-Men,6.8,4097,782,3.4
8909,Wanted,6.4,2528,989,3.2
9802,The Rock,6.9,1456,203,3.45
950,Ice Age: The Meltdown,6.5,2951,849,3.25
1824,50 First Dates,6.6,2105,502,3.3
2976,Hairspray,6.5,709,866,3.25
11026,Exorcist: The Beginning,4.7,183,818,2.35
332,Inspector Gadget,4.3,318,301,2.15
75656,Now You See Me,7.3,5487,291,3.65
38365,Grown Ups,6.0,1705,993,3.0
594,The Terminal,7.0,1910,636,3.5
15189,Hotel for Dogs,5.7,202,868,2.85
11678,Vertical Limit,5.9,283,412,2.95
6538,Charlie Wilson's War,6.5,338,738,3.25
10555,Shark Tale,5.8,1557,653,2.9
1125,Dreamgirls,6.6,284,345,3.3
4551,Be Cool,5.4,292,785,2.7
612,Munich,6.9,696,437,3.45
9567,Tears of the Sun,6.4,573,895,3.2
37821,Killers,5.7,772,751,2.85
203801,The Man from U.N.C.L.E.,7.1,2265,616,3.55
2539,Spanglish,5.8,369,644,2.9
9297,Monster House,6.3,874,611,3.15
3172,Bandits,6.2,302,43,3.1
6520,First Knight,5.9,311,104,2.95
1439,Anna and the King,6.4,197,41,3.2
37958,Immortals,5.7,880,895,2.85
2026,Hostage,6.2,512,2,3.1
7450,Titan A.E.,6.3,313,448,3.15
11375,Hollywood Homicide,5.0,166,477,2.5
9425,Soldier,6.1,221,89,3.05
25769,Carriers,5.8,282,703,2.9
23685,Monkeybone,4.3,78,369,2.15
11866,Flight of the Phoenix,5.7,276,563,2.85
9741,Unbreakable,6.9,1946,203,3.45
211672,Minions,6.4,4571,780,3.2
23629,Sucker Punch,5.9,1623,120,2.95
8688,Snake Eyes,5.8,327,431,2.9
10153,Sphere,5.8,476,135,2.9
153518,The Angry Birds Movie,5.9,1022,499,2.95
8676,Fool's Gold,5.4,444,925,2.7
20829,Funny People,5.7,390,832,2.85
4349,The Kingdom,6.5,513,778,3.25
9718,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,954,3.1
10808,Dr. Dolittle 2,4.9,410,259,2.45
197,Braveheart,7.7,3336,494,3.85
25,Jarhead,6.6,765,375,3.3
35,The Simpsons Movie,6.9,2264,710,3.45
11086,The Majestic,6.6,188,468,3.3
10477,Driven,4.5,179,146,2.25
1997,Two Brothers,6.9,180,397,3.45
6947,The Village,6.2,1071,55,3.1
3050,Doctor Dolittle,5.4,686,469,2.7
2675,Signs,6.4,1599,74,3.2
